stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
STVIT16,"Saint-Vit - Benusse",47.189983,5.855451,0,st_saintvit__benusse,0
BEURE08,"Beure - Stade",47.20535,5.998211,0,st_beure__stade,0
BEURE07,"Beure - Escale",47.20939,6.000518,0,st_beure__escale,0
BEURE09,"Beure - Fleuret",47.20686,6.004794,0,st_beure__fleuret,1
BEURE04,"Beure - Rang",47.204082,6.000648,0,st_beure__rang,0
BEURE03,"Beure - Rang",47.20413,6.000822,0,st_beure__rang,0
BEURE06,"Beure - Village",47.20867,6.003798,0,st_beure__village,1
BEURE05,"Beure - Village",47.20882,6.003797,0,st_beure__village,1
FAUBTAR1,"Faubourg Tarragnoz",47.22884,6.031476,0,st_faubourg_tarragnoz,0
FAUBTAR2,"Faubourg Tarragnoz",47.228947,6.031465,0,st_faubourg_tarragnoz,0
BEURE02,"Beure - Les Cras",47.20169,5.997908,0,st_beure__les_cras,0
BEURE01,"Beure - Les Cras",47.201588,5.997829,0,st_beure__les_cras,0
LECOURB1,"Lecourbe",47.23057,6.02812,0,st_lecourbe,0
LECOURB2,"Lecourbe",47.231506,6.026261,0,st_lecourbe,0
MESLIER2,"Meslier",47.231228,5.993072,0,st_meslier,0
MESLIER1,"Meslier",47.23138,5.991965,0,st_meslier,0
HAUTCHA1,"Hauts du Chazal",47.222027,5.951724,0,st_hauts_du_chazal,1
HAUTCHA2,"Hauts du Chazal",47.221954,5.951575,0,st_hauts_du_chazal,1
LEBEUF1,"Lebeuf",47.258564,6.044786,0,st_lebeuf,0
LARMET1,"Larmet",47.24955,6.019724,0,st_larmet,1
LEBEUF2,"Lebeuf",47.259277,6.045693,0,st_lebeuf,0
LARMET2,"Larmet",47.24926,6.020014,0,st_larmet,1
FRANCE31,"France 3",47.231724,6.023316,0,st_france_3,0
CHALEZ05,"Chalèze - La Canaie",47.266468,6.106527,0,st_chaleze__la_canaie,0
GRDPRES2,"Avanne-Aveney - Grand Prés",47.20646,5.964688,0,st_avanneaveney__grand_pres,0
CHALEZ06,"Chalèze - La Canaie",47.266445,6.106693,0,st_chaleze__la_canaie,0
GRDPRES1,"Avanne-Aveney - Grand Prés",47.206657,5.964706,0,st_avanneaveney__grand_pres,0
FOUNOTTE,"Founottes",47.261044,5.995986,0,st_founottes,0
MOINGEO1,"Résidence Moingeon",47.224247,6.011983,0,st_residence_moingeon,0
CHALEZ03,"Chalèze - Village",47.26841,6.086941,0,st_chaleze__village,1
CHALEZ04,"Chalèze - Village",47.268414,6.086948,0,st_chaleze__village,1
CHALEZ09,"Chalèze - Haut",47.26348,6.09114,0,st_chaleze__haut,0
LAFAYET2,"La Fayette",47.21211,5.971838,0,st_la_fayette,1
BRAILL02,"Braillans - Mairie",47.30848,6.090138,0,st_braillans__mairie,1
LAFAYET1,"La Fayette",47.212135,5.971709,0,st_la_fayette,1
RADIEUS1,"Radieuse",47.226025,6.009552,0,st_radieuse,0
BRAILL01,"Braillans - Mairie",47.308456,6.089995,0,st_braillans__mairie,1
RADIEUS2,"Radieuse",47.226334,6.009186,0,st_radieuse,0
CHALEZ08,"Chalèze - Village",47.268055,6.088106,0,st_chaleze__village,0
t_lvai1,"Les Vaîtes",47.25324,6.043249,0,st_les_vaites,1
MOINGEO2,"Résidence Moingeon",47.22452,6.011673,0,st_residence_moingeon,0
t_lvai2,"Les Vaîtes",47.253136,6.0429354,0,st_les_vaites,1
CHALEZ02,"Chalèze - Ecluse",47.270855,6.084734,0,st_chaleze__ecluse,0
COMBMA01,"Combe Maçon",47.277145,6.015551,0,st_combe_macon,0
FABRE1,"Fabre",47.239,6.039701,0,st_fabre,0
COMBMA02,"Combe Maçon",47.277145,6.015551,0,st_combe_macon,0
DANNE,"Dannemarie-sur-Crète - Echangeur",47.20062,5.874802,0,st_dannemariesurcrete__echangeur,1
ECOLETO2,"Ecole des Torcols",47.26985,6.008076,0,st_ecole_des_torcols,0
ECOLETO1,"Ecole des Torcols",47.269123,6.008686,0,st_ecole_des_torcols,0
FABRE2,"Fabre",47.238865,6.039383,0,st_fabre,0
COLDIDE1,"Collège Diderot",47.221764,5.970604,0,st_college_diderot,1
JOURAN02,"Jourande",47.224003,6.036985,0,st_jourande,0
JOURAN01,"Jourande",47.224003,6.036985,0,st_jourande,0
COLDIDE2,"Collège Diderot",47.221844,5.97057,0,st_college_diderot,1
CHARMAR1,"Charmarin",47.228115,6.049769,0,st_charmarin,0
CHARMAR2,"Charmarin",47.228275,6.050047,0,st_charmarin,0
BELVEDE1,"Belvédère",47.250763,6.026815,0,st_belvedere,0
MERMOZ3,"Mermoz dia",47.24747,6.03758,0,st_mermoz_dia,0
MERMOZ2,"Mermoz",47.24698,6.03687,0,st_mermoz,0
MUTUALI2,"Mutualité",47.257523,6.036479,0,st_mutualite,1
MUTUALI1,"Mutualité",47.257694,6.036855,0,st_mutualite,1
MERMOZ1,"Mermoz",47.247368,6.037446,0,st_mermoz,0
t_cham2,"Chamars",47.233673,6.0202494,0,st_chamars,1
VAIPT06,"Vaire - Les Castors",47.28718,6.140356,0,st_vaire__les_castors,0
t_cham1,"Chamars",47.233738,6.0203433,0,st_chamars,1
VAIPT02,"Vaire - Mairie",47.287037,6.147059,0,st_vaire__mairie,1
ANTOIN02,"Antoine",47.27598,6.012526,0,st_antoine,0
VAIPT05,"Vaire - Les Castors",47.287163,6.140191,0,st_vaire__les_castors,0
TROICH01,"Trois Châtels",47.22687,6.036985,0,st_trois_chatels,0
ANTOIN01,"Antoine",47.27598,6.012526,0,st_antoine,0
TROICH02,"Trois Châtels",47.22687,6.036381,0,st_trois_chatels,0
GRANGEB1,"Grange Borée",47.26922,6.02481,0,st_grange_boree,0
JACQUAR2,"Jacquard",47.23848,5.994023,0,st_jacquard,0
JACQUAR1,"Jacquard",47.23823,5.994144,0,st_jacquard,0
VAIPT01,"Vaire - Mairie",47.287125,6.147036,0,st_vaire__mairie,1
GRANGEB2,"Grange Borée",47.26938,6.02507,0,st_grange_boree,0
CHEMVEL2,"Chemin de Velotte",47.220257,6.016269,0,st_chemin_de_velotte,0
CHEMVEL1,"Chemin de Velotte",47.220005,6.016436,0,st_chemin_de_velotte,0
VHUGODEV,"Victor Hugo",47.23431,6.029981,0,st_victor_hugo,0
VENISE04,"Venise - Les Vernes",47.35694,6.109783,0,st_venise__les_vernes,0
ESPERAN1,"Espérance",47.261852,6.027439,0,st_esperance,0
VENISE05,"Venise - Jean Moulin",47.344933,6.10421,0,st_venise__jean_moulin,0
ESPERAN2,"Espérance",47.26145,6.027528,0,st_esperance,0
VENISE06,"Venise - Jean Moulin",47.34508,6.104518,0,st_venise__jean_moulin,0
PIREY01,"Pirey - Rue du Collège",47.258495,5.95964,0,st_pirey__rue_du_college,0
VENISE02,"Venise - Fontaine Centrale",47.347492,6.108729,0,st_venise__fontaine_centrale,0
PIREY02,"Pirey - Rue du Collège",47.258465,5.959465,0,st_pirey__rue_du_college,0
UFRSANT2,"UFR Santé",47.22322,5.956058,0,st_ufr_sante,0
DANNE2,"Dannemarie-sur-Crète - Echangeur",47.200996,5.874537,0,st_dannemariesurcrete__echangeur,1
UFRSANT1,"UFR Santé",47.22321,5.9560003,0,st_ufr_sante,1
GARNIER2,"Garnier",47.215572,5.967205,0,st_garnier,1
GARNIER1,"Garnier",47.2157,5.967318,0,st_garnier,1
FLEMING1,"Fleming",47.23086,5.96804,0,st_fleming,0
ARAGO1,"Campus Arago",47.250774,5.9860315,0,st_campus_arago,1
FLEMING2,"Fleming",47.23071,5.967651,0,st_fleming,1
ARAGO2,"Campus Arago",47.250546,5.9856706,0,st_campus_arago,1
DAVID1,"David",47.23722,6.00638,0,st_david,0
PIREY03,"Pirey - Monument",47.26213,5.965354,0,st_pirey__monument,0
CHAZEU19,"Chalezeule - Jardins de Cocagne",47.256668,6.075884,0,st_chalezeule__jardins_de_cocagne,0
PIREY04,"Pirey - Monument",47.2621,5.965257,0,st_pirey__monument,0
CHAZEU18,"Chalezeule - Combottes",47.25528,6.069442,0,st_chalezeule__combottes,0
VELOTTE1,"Velotte",47.219486,6.011532,0,st_velotte,0
DAVID2,"David",47.237087,6.005687,0,st_david,0
VELOTTE2,"Velotte",47.21915,6.01109,0,st_velotte,0
CHAZEU17,"Chalezeule - Combottes",47.255257,6.069388,0,st_chalezeule__combottes,0
CHAZEU16,"Chalezeule - Camping",47.262707,6.068299,0,st_chalezeule__camping,0
PIREY07,"Pirey - Cartannaz",47.254105,5.953968,0,st_pirey__cartannaz,0
CHAZEU15,"Chalezeule - Camping",47.26341,6.067749,0,st_chalezeule__camping,0
PIREY09,"Pirey - Z.I. Louvière",47.25302,5.967095,0,st_pirey__zi_louviere,0
CHAZEU14,"Chalezeule - Fours à Chaux",47.25334,6.064045,0,st_chalezeule__fours_a_chaux,0
CHAZEU13,"Chalezeule - Fours à Chaux",47.253376,6.06437,0,st_chalezeule__fours_a_chaux,0
CHAZEU01,"Chalezeule - Abreuvoir",47.26056,6.070071,0,st_chalezeule__abreuvoir,0
t_lila1,"Lilas",47.260723,6.0418797,0,st_lilas,1
t_lila2,"Lilas",47.26069,6.041709,0,st_lilas,1
VIEILL03,"Vieilley - Grand Sauçois",47.3572,6.082536,0,st_vieilley__grand_saucois,0
VIEILL04,"Vieilley - grand Sauçois",47.35694,6.08257,0,st_vieilley__grand_saucois,0
VIEILL01,"Vieilley - Epicerie",47.337093,6.075902,0,st_vieilley__epicerie,0
VIEILL02,"Vieilley - Epicerie",47.33707,6.076357,0,st_vieilley__epicerie,0
BYANSD03,"Byans-sur-Doubs - Gare",47.1184,5.852283,0,st_byanssurdoubs__gare,0
SUARD1,"Suard",47.25021,6.029984,0,st_suard,0
BYANSD06,"Byans-sur-Doubs - Primaire",47.117508,5.857223,0,st_byanssurdoubs__primaire,0
BESDID01,"Diderot (devant gymnase)",47.220615,5.970661,0,st_diderot_devant_gymnase,0
BYANSD05,"Byans-sur-Doubs - Primaire",47.117508,5.857223,0,st_byanssurdoubs__primaire,0
CHAZEU09,"Chalezeule - Centre Commercial",47.262375,6.063927,0,st_chalezeule__centre_commercial,1
CHAZEU04,"Chalezeule - Fontaine",47.25915,6.075277,0,st_chalezeule__fontaine,0
CHAZEU03,"Chalezeule - Fontaine",47.259262,6.075144,0,st_chalezeule__fontaine,0
CHAZEU02,"Chalezeule - Abreuvoir",47.260147,6.070827,0,st_chalezeule__abreuvoir,0
NAITOUR2,"Naitoure",47.261944,5.9863887,0,st_naitoure,0
PONCHFR2,"Pont Chemin Français",47.252598,6.023905,0,st_pont_chemin_francais,0
NAITOUR1,"Naitoure",47.261692,5.987469,0,st_naitoure,0
DANEM10,"Dannemarie-sur-Crète - Damprichard",47.202362,5.860934,0,st_dannemariesurcrete__damprichard,1
PONCHFR1,"Pont Chemin Français",47.252514,6.02365,0,st_pont_chemin_francais,0
PORDOUV1,"Port Douvot",47.20706,5.993301,0,st_port_douvot,1
DEVIGNY2,"De Vigny",47.215397,5.961896,0,st_de_vigny,1
GRAVIROT,"Gravirot",47.241665,6.044722,0,st_gravirot,0
DEVIGNY1,"De Vigny",47.21521,5.961123,0,st_de_vigny,1
AUBERG01,"Auberge",47.217777,6.048749,0,st_auberge,0
DANEM07,"Dannemarie-sur-Crète - Ecole Maternelle",47.20476,5.870249,0,st_dannemariesurcrete__ecole_maternelle,0
AUBERG02,"Auberge",47.217777,6.048749,0,st_auberge,0
CFRANCA1,"Chemin Français",47.249626,6.020716,0,st_chemin_francais,0
DANEM08,"Dannemarie-sur-Crète - Ecole Maternelle",47.204807,5.870455,0,st_dannemariesurcrete__ecole_maternelle,0
CHANOIS1,"Chanois",47.2487,6.027008,0,st_chanois,0
DANEM05,"Dannemarie-sur-Crète - Eglise",47.206936,5.863155,0,st_dannemariesurcrete__eglise,1
CHANOIS2,"Chanois",47.2492,6.026901,0,st_chanois,0
DANEM03,"Dannemarie-sur-Crète - Vieilles Perrières",47.205082,5.864701,0,st_dannemariesurcrete__vieilles_perrieres,0
CHAZEU20,"Chalezeule - Jardins de Cocagne",47.2569,6.075992,0,st_chalezeule__jardins_de_cocagne,0
MONTARMO,"Montarmots",47.272675,6.030375,0,st_montarmots,0
DANEM01,"Dannemarie-sur-Crète - Gare",47.203224,5.873568,0,st_dannemariesurcrete__gare,1
PIREY10,"Pirey - Z.I. Louvière",47.25306,5.967122,0,st_pirey__zi_louviere,0
CHASNOT1,"Chasnot",47.252148,6.026228,0,st_chasnot,0
DANEM02,"Dannemarie-sur-Crète - Gare",47.203457,5.873388,0,st_dannemariesurcrete__gare,1
PIREY11,"Pirey - Coteau St Martin",47.25931,5.964282,0,st_pirey__coteau_st_martin,0
CHASNOT2,"Chasnot",47.25194,6.026963,0,st_chasnot,0
PIREY12,"Pirey - Coteau St Martin",47.259693,5.964014,0,st_pirey__coteau_st_martin,0
DUCHAIL1,"Duchaillut",47.25307,6.03025,0,st_duchaillut,0
MAIRIE1,"Mairie",47.23661,6.022457,0,st_mairie,0
USPORTS1,"U-Sports",47.25215,5.99036,0,st_usports,1
USPORTS2,"U-Sports",47.25226,5.99024,0,st_usports,1
ECOLE4V2,"Ecole des 4 vents",47.26349,6.032386,0,st_ecole_des_4_vents,0
PIREY17,"Pirey - Les Cryots",47.26394,5.968634,0,st_pirey__les_cryots,0
PIREY18,"Pirey - Les Cryots",47.26394,5.968634,0,st_pirey__les_cryots,0
AMPERE3,"Ampère",47.23662,5.988662,0,st_ampere,0
JUSTICE1,"Justices",47.254726,6.014658,0,st_justices,1
AMPERE1,"Ampère",47.237457,5.98833,0,st_ampere,0
JUSTICE2,"Justices",47.25436,6.01496,0,st_justices,1
GAREVIO1,"Gare Viotte",47.24618,6.022168,0,st_gare_viotte,1
GAREVIO2,"Gare Viotte",47.246204,6.021949,0,st_gare_viotte,1
VIEILLE1,"Vieilley",47.26549,6.034121,0,st_vieilley,0
MARCHA01,"Marchaux-Chaudefontaine - Champs de Foire",47.324318,6.136668,0,st_marchauxchaudefontaine__champs_de_foire,0
VIEILLE2,"Vieilley",47.265015,6.033507,0,st_vieilley,0
CROIZ01,"Croizat",47.221615,5.959959,0,st_croizat,0
CROIZ02,"Croizat",47.221527,5.96,0,st_croizat,0
PONSNCF1,"Pont SNCF",47.25023,6.025522,0,st_pont_sncf,0
GRENOT1,"Grenot",47.256027,6.016751,0,st_grenot,0
GRENOT2,"Grenot",47.256367,6.016822,0,st_grenot,0
ORATOIR1,"Oratoire",47.22803,5.984458,0,st_oratoire,1
CROUUNI1,"Crous Université",47.24838,5.98683,0,st_crous_universite,0
CROUUNI2,"Crous Université",47.24853,5.98644,0,st_crous_universite,0
POSTE2,"Poste",47.23971,6.026629,0,st_poste,1
POSTE1,"Poste",47.239204,6.025745,0,st_poste,1
ORATOIR2,"Oratoire",47.228016,5.984114,0,st_oratoire,1
CHEMAU08,"Chemaudin et Vaux - La Nouelle",47.223972,5.895206,0,st_chemaudin_et_vaux__la_nouelle,0
CHEMAU07,"Chemaudin et Vaux - La Nouelle",47.22397,5.895083,0,st_chemaudin_et_vaux__la_nouelle,0
CHEMAU09,"Chemaudin et Vaux - Village",47.223858,5.891474,0,st_chemaudin_et_vaux__village,0
MAGELLA1,"Magellan",47.24885,6.047121,0,st_magellan,0
GENNES03,"Gennes - Bascule",47.245003,6.120472,0,st_gennes__bascule,0
GENNES02,"Gennes - Mairie",47.24487,6.123399,0,st_gennes__mairie,0
CASSIN1,"Cassin",47.219383,5.970314,0,st_cassin,0
GENNES01,"Gennes - Mairie",47.24485,6.123249,0,st_gennes__mairie,0
CASSIN2,"Cassin",47.2192,5.969551,0,st_cassin,0
AUXSUS01,"Les Auxons - Grand Bois",47.306335,5.969855,0,st_les_auxons__grand_bois,0
AUXSUS02,"Les Auxons - Grand Bois",47.306595,5.969679,0,st_les_auxons__grand_bois,0
CHEMAU06,"Chemaudin et Vaux - Longeaige",47.226357,5.900444,0,st_chemaudin_et_vaux__longeaige,0
CHEMAU05,"Chemaudin et Vaux - Longeaige",47.226208,5.900534,0,st_chemaudin_et_vaux__longeaige,0
DEVECE08,"Devecey - Centre Commercial",47.327103,6.012662,0,st_devecey__centre_commercial,1
AUXSUS05,"Les Auxons - Côteau",47.30093,5.9784,0,st_les_auxons__coteau,0
AUXSUS06,"Les Auxons - Côteau",47.30093,5.9784,0,st_les_auxons__coteau,0
AUXSUS03,"Les Auxons - Les Vignes",47.301666,5.974166,0,st_les_auxons__les_vignes,0
DEVECE07,"Devecey - Centre Commercial",47.327232,6.012639,0,st_devecey__centre_commercial,1
AUXSUS04,"Les Auxons - Les Vignes",47.301804,5.974127,0,st_les_auxons__les_vignes,0
GENNES08,"Gennes - La Ramée",47.242683,6.148257,0,st_gennes__la_ramee,0
DORMO01,"Dormoy",47.280437,6.019864,0,st_dormoy,0
GENNES07,"Gennes - La Ramée",47.242733,6.148059,0,st_gennes__la_ramee,0
DORMO02,"Dormoy",47.280437,6.019864,0,st_dormoy,0
GENNES06,"Gennes - Litonière",47.242302,6.123681,0,st_gennes__litoniere,1
GENNES05,"Gennes - Litonière",47.242355,6.123604,0,st_gennes__litoniere,1
AUXSUS07,"Les Auxons - Les Chênes",47.30153,5.96826,0,st_les_auxons__les_chenes,0
GENNES04,"Gennes - Bascule",47.244953,6.120547,0,st_gennes__bascule,0
AUXSUS08,"Les Auxons - Les Chênes",47.301495,5.968247,0,st_les_auxons__les_chenes,0
DEVECE04,"Devecey - Route de Besançon",47.32715,6.008213,0,st_devecey__route_de_besancon,0
CARMES1,"Carmes",47.236267,6.026047,0,st_carmes,1
DEVECE03,"Devecey - Route de Besançon",47.326923,6.007875,0,st_devecey__route_de_besancon,0
CHEMAU10,"Chemaudin et Vaux - Village",47.223915,5.891487,0,st_chemaudin_et_vaux__village,0
GAREMOU2,"Gare de la Mouillère",47.24111,6.032986,0,st_gare_de_la_mouillere,0
CHEMAU13,"Chemaudin et Vaux - Z.I.",47.209724,5.902801,0,st_chemaudin_et_vaux__zi,0
THOURET1,"Thouret",47.24075,5.977908,0,st_thouret,0
AUXSUS12,"Les Auxons - Village",47.30154,5.971521,0,st_les_auxons__village,0
CHEMAU15,"Chemaudin et Vaux - Les Boutons",47.21966,5.895198,0,st_chemaudin_et_vaux__les_boutons,0
GAREMOU1,"Gare de la Mouillère",47.240574,6.033455,0,st_gare_de_la_mouillere,0
THOURET2,"Thouret",47.240707,5.977846,0,st_thouret,0
AUXSUS13,"Les Auxons - Maupommier",47.301018,5.963062,0,st_les_auxons__maupommier,1
AUXSUS11,"Les Auxons - Village",47.301575,5.971525,0,st_les_auxons__village,0
CHEMAU16,"Chemaudin et Vaux - Les Boutons",47.21966,5.895198,0,st_chemaudin_et_vaux__les_boutons,0
ISENBAR2,"Isenbart",47.242767,6.025262,0,st_isenbart,1
ISENBAR1,"Isenbart",47.242905,6.025027,0,st_isenbart,1
AUXSUS14,"Les Auxons - Maupommier",47.30101,5.963155,0,st_les_auxons__maupommier,1
FRANO16,"Franois - Quatre Journaux",47.21846,5.944237,0,st_franois__quatre_journaux,0
FONTENO3,"Fontenottes",47.238064,6.036415,0,st_fontenottes,0
FONTENO4,"Fontenottes",47.23802,6.03633,0,st_fontenottes,0
AVANNE20,"Avanne-Aveney - Combots",47.207104,5.964762,0,st_avanneaveney__combots,0
BETOIL03,"Grandfontaine - La Belle Etoile",47.210915,5.933023,0,st_grandfontaine__la_belle_etoile,0
FONTAI05,"Fontain - Ecole",47.200047,6.02846,0,st_fontain__ecole,0
CRASROU1,"Cras Rougeot",47.216473,6.002803,0,st_cras_rougeot,0
BETOIL04,"Grandfontaine - Giratoire",47.21454,5.938379,0,st_grandfontaine__giratoire,0
CRASROU2,"Cras Rougeot",47.216785,6.003529,0,st_cras_rougeot,0
t_idf2,"Ile de France",47.222034,5.9672446,0,st_ile_de_france,1
BETOIL01,"Grandfontaine - La Belle Etoile",47.21125,5.934333,0,st_grandfontaine__la_belle_etoile,1
FONTAI03,"Fontain - Forêt",47.185665,6.049629,0,st_fontain__foret,0
BETOIL02,"Grandfontaine - La Belle Etoile",47.211143,5.933954,0,st_grandfontaine__la_belle_etoile,1
FONTAI04,"Fontain - Forêt",47.185555,6.0494447,0,st_fontain__foret,0
FONTAI01,"Fontain - Le Croc",47.19968,6.051385,0,st_fontain__le_croc,0
TILEROY1,"Tilleroyes",47.235535,5.961739,0,st_tilleroyes,1
t_idf1,"Ile de France",47.221825,5.967356,0,st_ile_de_france,1
FONTAI02,"Fontain - Le Croc",47.199444,6.051111,0,st_fontain__le_croc,0
SANATOR1,"Sanatorium",47.236176,5.971192,0,st_sanatorium,0
SANATOR2,"Sanatorium",47.23613,5.970638,0,st_sanatorium,0
THISE30,"Thise - Route de Besançon",47.277283,6.068142,0,st_thise__route_de_besancon,0
THISE36,"Thise - Bruyères",47.27154,6.061854,0,st_thise__bruyeres,0
THISE35,"Thise - Bruyères",47.271683,6.062012,0,st_thise__bruyeres,0
COLCAM1,"Collège Camus",47.258923,6.010331,0,st_college_camus,1
VESOUL3,"Vesoul",47.25295,6.016332,0,st_vesoul,1
COLCAM2,"Collège Camus",47.258938,6.010316,0,st_college_camus,1
BUFFON1,"Buffon",47.25507,6.01865,0,st_buffon,0
CHAVANN2,"Chavanney",47.222897,6.013568,0,st_chavanney,0
VESOUL4,"Vesoul",47.25319,6.016087,0,st_vesoul,1
CHAVANN1,"Chavanney",47.222435,6.013819,0,st_chavanney,0
AVANNE19,"Avanne-Aveney - Combots",47.207073,5.964724,0,st_avanneaveney__combots,0
GOUNOD1,"Gounod",47.261578,6.036547,0,st_gounod,0
CITBAUM2,"Cité de la Baume",47.245934,5.997442,0,st_cite_de_la_baume,1
t_gvio1,"Gare Viotte",47.24635,6.021987,0,st_gare_viotte,1
CITBAUM1,"Cité de la Baume",47.245937,5.997644,0,st_cite_de_la_baume,1
t_gvio2,"Gare Viotte",47.246326,6.0221725,0,st_gare_viotte,1
GOUNOD2,"Gounod",47.261646,6.036367,0,st_gounod,1
PALSPOR1,"Palais des Sports",47.24593,6.0007,0,st_palais_des_sports,1
JULEHAG4,"Lycée Jules Haag",47.24162,6.01442,0,st_lycee_jules_haag,1
PALSPOR2,"Palais des Sports",47.24603,6.00058,0,st_palais_des_sports,1
JULEHAG3,"Lycée Jules Haag",47.24133,6.01423,0,st_lycee_jules_haag,1
JULEHAG2,"Lycée Jules Haag",47.239002,6.011634,0,st_lycee_jules_haag,0
PETICH02,"Petit Chaudanne",47.227177,6.016696,0,st_petit_chaudanne,0
THISE41,"Thise - Combe Balland",47.26537,6.06082,0,st_thise__combe_balland,0
PETICH01,"Petit Chaudanne",47.227177,6.016696,0,st_petit_chaudanne,0
THISE48,"Thise - Rossignol",47.278927,6.064399,0,st_thise__rossignol,0
THISE47,"Thise - Bouleraie",47.276302,6.061444,0,st_thise__bouleraie,0
TALLEN01,"Tallenay - Vauciels",47.30647,6.021633,0,st_tallenay__vauciels,1
AVANNE05,"Avanne-Aveney - Mairie",47.20233,5.964934,0,st_avanneaveney__mairie,1
AVANNE06,"Avanne-Aveney - Mairie",47.20203,5.964611,0,st_avanneaveney__mairie,1
AVANNE03,"Avanne-Aveney - Stade",47.201733,5.962181,0,st_avanneaveney__stade,0
AVANNE04,"Avanne-Aveney - Stade",47.2018,5.962079,0,st_avanneaveney__stade,0
MISER14,"Miserey-Salines - Clos des Pins",47.29502,5.993319,0,st_misereysalines__clos_des_pins,0
AVANNE01,"Avanne-Aveney - Pépinières",47.201782,5.957463,0,st_avanneaveney__pepinieres,0
AVANNE02,"Avanne-Aveney - Pépinières",47.201866,5.957924,0,st_avanneaveney__pepinieres,0
MISER13,"Miserey-Salines - Clos des Pins",47.295,5.9930553,0,st_misereysalines__clos_des_pins,0
TALLEN06,"Tallenay - Vie aux Loups",47.298244,6.004963,0,st_tallenay__vie_aux_loups,0
TALLEN05,"Tallenay - Vie aux Loups",47.298237,6.005065,0,st_tallenay__vie_aux_loups,0
FLANDRE3,"Flandres",47.22533,5.972164,0,st_flandres,1
TALLEN04,"Tallenay - Centre",47.30465,6.021783,0,st_tallenay__centre,0
TALLEN03,"Tallenay - Centre",47.304592,6.021841,0,st_tallenay__centre,0
FLANDRE1,"Flandres",47.224888,5.973512,0,st_flandres,1
TALLEN02,"Tallenay - Vauciels",47.306355,6.021657,0,st_tallenay__vauciels,1
THISE51,"Thise - Centre Bourg",47.28289,6.076281,0,st_thise__centre_bourg,0
BEARN2,"Béarn",47.216717,5.963327,0,st_bearn,1
DUET1,"Duet",47.248276,6.043374,0,st_duet,1
DUET2,"Duet",47.248524,6.044344,0,st_duet,1
RESIDEN1,"Résidence",47.2314,5.99742,0,st_residence,1
SAVARY2,"Savary",47.25517,6.003184,0,st_savary,0
SAVARY3,"Savary",47.256382,6.004055,0,st_savary,0
RESIDEN2,"Résidence",47.23164,5.998152,0,st_residence,0
WEISS3,"Weiss",47.24464,6.013038,0,st_weiss,0
BEARN1,"Béarn",47.21667,5.963335,0,st_bearn,0
WEISS4,"Weiss",47.24494,6.012928,0,st_weiss,0
BASILIQ2,"Basilique",47.23322,5.989165,0,st_basilique,0
SAVARY4,"Savary",47.256603,6.004495,0,st_savary,0
BASILIQ1,"Basilique",47.232895,5.988601,0,st_basilique,0
ECMONTB1,"Ecole des Montboucons",47.2587,5.990167,0,st_ecole_des_montboucons,0
TALLEN12,"Tallenay - Tillet",47.290802,5.993428,0,st_tallenay__tillet,0
BRULARD2,"Brulard",47.228237,6.004476,0,st_brulard,0
LABRO02,"La Bro",47.221046,6.041759,0,st_la_bro,0
TALLEN11,"Tallenay - Tillet",47.290802,5.993428,0,st_tallenay__tillet,0
ECMONTB2,"Ecole des Montboucons",47.25892,5.990104,0,st_ecole_des_montboucons,0
LABRO01,"La Bro",47.221046,6.041759,0,st_la_bro,0
AVANNE10,"Avanne-Aveney - Grand Prés",47.20641,5.96479,0,st_avanneaveney__grand_pres,0
ROSET05,"Roset-Fluans - La Corne",47.15186,5.817001,0,st_rosetfluans__la_corne,0
ROSET06,"Roset-Fluans - La Corne",47.15186,5.817001,0,st_rosetfluans__la_corne,0
GIBELOT2,"Gibelotte",47.242455,6.0096865,0,st_gibelotte,1
CHAMPO01,"Champoux - Mairie",47.334057,6.136913,0,st_champoux__mairie,1
GIBELOT1,"Gibelotte",47.24246,6.0098286,0,st_gibelotte,1
CHAMPO02,"Champoux - Mairie",47.334053,6.137048,0,st_champoux__mairie,1
LYCLED1,"Lycée Ledoux",47.253532,6.001212,0,st_lycee_ledoux,0
LYCLED2,"Lycée Ledoux",47.25351,6.001271,0,st_lycee_ledoux,0
FCLERC1,"Francis Clerc",47.255135,6.023194,0,st_francis_clerc,0
LYCLED3,"LYCEE LEDOUX",47.25351,6.001271,0,st_lycee_ledoux,0
ILEDFRA2,"Ile de France",47.221603,5.968277,0,st_ile_de_france,0
ILEDFRA1,"Ile de France",47.221504,5.96855,0,st_ile_de_france,0
FCLERC3,"Francis Clerc",47.25536,6.022604,0,st_francis_clerc,0
MAISRET2,"Avanne-Aveney - Maison de Retraite",47.21227,5.963092,0,st_avanneaveney__maison_de_retraite,1
MAISRET1,"Avanne-Aveney - Maison de Retraite",47.2125,5.963089,0,st_avanneaveney__maison_de_retraite,1
GRDBUIS2,"Grand Buisson",47.267296,6.049666,0,st_grand_buisson,0
GRDBUIS1,"Grand Buisson",47.26762,6.049021,0,st_grand_buisson,0
AVANNE07,"Avanne-Aveney - Chenoz",47.208828,5.969797,0,st_avanneaveney__chenoz,0
AVANNE08,"Avanne-Aveney - Chenoz",47.208897,5.969931,0,st_avanneaveney__chenoz,0
STPIEX2,"St Pie X",47.26309,6.04678,0,st_st_pie_x,0
STPIEX1,"St Pie X",47.26306,6.04682,0,st_st_pie_x,0
